Date,Store Name,City,Item Description,Bottles Sold,Sale (Dollars)
11/11/2025,CASEY'S GENERAL STORE #2513 / NASHUA,NASHUA,WOODFORD RESERVE,4,$146.60
11/11/2025,WAL-MART 2716 / CEDAR RAPIDS,CEDAR RAPIDS,SKREWBALL PEANUT BUTTER WHISKEY,12,$269.88
11/11/2025,CASEY'S GENERAL STORE #2275 / SIOUX CITY,SIOUX CITY,BUZZBALLZ BIGGIES STRAWBERRY RITA,3,$45.00
11/11/2025,"FAREWAY STORES, INC. #882 / ELDORA",ELDORA,BACARDI SUPERIOR,6,$134.94
11/11/2025,TAYLOR QUIK PIK - HARLAN,HARLAN,FIREBALL CINNAMON WHISKEY PET,12,$162.00
11/11/2025,MAVERIK #5037 / SIOUX CITY,SIOUX CITY,FIREBALL CINNAMON WHISKEY,3,$24.00
11/11/2025,MAVERIK #5021 / CORALVILLE,CORALVILLE,FIREBALL CINNAMON WHISKEY MINI SLEEVE,24,$162.00
11/11/2025,BREW IDA GROVE,IDA GROVE,FIREBALL CINNAMON WHISKEY,5,$90.00
11/11/2025,WAL-MART 1546 / IOWA FALLS,IOWA FALLS,CANADIAN LTD WHISKY,6,$90.00
11/11/2025,HY-VEE / WAVERLY,WAVERLY,MAKERS MARK MINI,1,$25.20
11/12/2025,FAREWAY STORES #848 / NEWTON,NEWTON,BACARDI SUPERIOR PET,6,$134.94
11/12/2025,GRAND CENTRAL DEPOT / ESTHERVILLE,ESTHERVILLE,JAMESON,5,$157.35
11/12/2025,FAREWAY STORES #061 / ANKENY,ANKENY,REVELTON WHISKEY AND CREAM LIQUEUR,6,$135.00
11/12/2025,CASEY'S GENERAL STORE #3075 / ANKENY,ANKENY,99 FRUITS MINI,1,$81.00
11/12/2025,HY-VEE DRUGSTORE / OTTUMWA,OTTUMWA,BLACK VELVET MINI,1,$11.15
11/12/2025,HY-VEE (1530) / PLEASANT HILL,PLEASANT HILL,KENTUCKY COFFEE WHISKEY,6,$90.00
11/12/2025,WINES AND SPIRITS / WASHINGTON,WASHINGTON,ABSOLUT VANILIA,36,$701.64
11/12/2025,"UPTOWN LIQUOR, LLC",FOREST CITY,PARAMOUNT PEPPERMINT SCHNAPPS,12,$81.00
11/12/2025,FAREWAY STORES #879 / BELMOND,BELMOND,PARAMOUNT PEPPERMINT SCHNAPPS,6,$72.00
11/13/2025,HY-VEE FOOD STORE / WEBSTER CITY,WEBSTER CITY,PENDLETON CANADIAN WHISKEY,6,$135.00
11/13/2025,AJ'S LIQUOR II,AMES,FAMILIA CAMARENA REPOSADO MINI,2,$37.38
11/13/2025,HY-VEE FOOD STORE / CEDAR FALLS,CEDAR FALLS,JOSE CUERVO AUTHENTIC LIGHT LIME MARGARITA,6,$78.66
11/14/2025,HY-VEE WINE AND SPIRITS (1544) / RED OAK,RED OAK,MCCLELLAND HIGHLAND,12,$360.00
11/14/2025,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,COUNCIL BLUFFS,BULLEIT OLD FASHIONED COCKTAIL,12,$125.88
11/14/2025,CASEY'S GENERAL STORE #2553 / REDFIELD,REDFIELD,FROST TRAIL VODKA,12,$93.96
11/14/2025,WAL-MART 3394 / ATLANTIC,ATLANTIC,FIREBALL CINNAMON WHISKEY PET,6,$144.00
11/14/2025,"FAREWAY STORES, INC. #233 / CLIVE",CLIVE,BLACK VELVET,6,$103.50
11/14/2025,MEGA SAVER / COUNCIL BLUFFS,COUNCIL BLUFFS,FIVE O'CLOCK VODKA,10,$29.00
11/14/2025,HY-VEE FOOD STORE #1 (1504) / OTTUMWA,OTTUMWA,DON JULIO 1942 MINI,1,$112.50
11/14/2025,HY-VEE FOOD STORE (1396) / MARION,MARION,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,$81.00
11/14/2025,HY-VEE FOOD STORE #1 (1042) / BURLINGTON,BURLINGTON,PARAMOUNT WHITE RUM,6,$72.00
11/14/2025,DOWNTOWN PANTRY,DES MOINES,FIVE STAR,12,$74.40
11/14/2025,MAVERIK #5283 / NW 2ND AVE,DES MOINES,FIREBALL CINNAMON WHISKEY MINI DISPENSER,3,$121.50
11/14/2025,"FAREWAY STORES, INC. #233 / CLIVE",CLIVE,FOUR ROSES SINGLE BARREL OESO,1,$37.50
11/14/2025,OASIS,DES MOINES,HENNESSY VS UPGRADE,1,$67.49
11/14/2025,QUIK TRIP #538 / NW 2ND / DSM,DES MOINES,NEW AMSTERDAM PINK WHITNEY MINI CLEAR-SHRINK,3,$20.76
11/14/2025,IOWA SPIRITS / BURLINGTON,BURLINGTON,1800 ULTIMATE BLACK CHERRY MARGARITA PET,1,$15.06
11/14/2025,AVOCA FOOD LAND,AVOCA,SVEDKA MANGO PINEAPPLE,1,$11.25
11/17/2025,WAL-MART 5115 / DAVENPORT,DAVENPORT,CAPTAIN MORGAN ORIGINAL SPICED,12,$170.88
11/17/2025,BENZ DISTRIBUTING,CEDAR RAPIDS,BASIL HAYDEN DARK RYE,6,$202.50
11/17/2025,HY-VEE #3 / BDI / DES MOINES,DES MOINES,ABSOLUT PEARS,12,$161.88
11/17/2025,CASEY'S GENERAL STORE #2944 / MUSCATINE,MUSCATINE,JACK DANIELS OLD #7 BLACK LABEL MINI,3,$51.75
11/17/2025,BENZ DISTRIBUTING,CEDAR RAPIDS,JAMESON ORANGE,6,$134.94
11/17/2025,SMOKIN' JOE'S #1 TOBACCO AND LIQUOR OUTLET,DAVENPORT,KINKY BLUE MINI,1,$7.26
11/17/2025,KC BROTHERS,DAVENPORT,GREY GOOSE,12,$135.00
11/18/2025,WESTSIDE SPIRITS / CEDAR RAPIDS,CEDAR RAPIDS,JUNG & WULFF BARBADOS,1,$30.00
11/18/2025,FAREWAY STORES #409 / CARROLL,CARROLL,PHILLIPS VODKA,2,$23.02
11/18/2025,NORTH SIDE LIQUOR & TOBACCO / DUBUQUE,DUBUQUE,CAPTAIN MORGAN ORIGINAL SPICED MINI,12,$86.40
11/18/2025,HY-VEE FOOD STORE (1473) / OSCEOLA,OSCEOLA,MCCORMICK 80PRF VODKA PET,6,$74.16
11/18/2025,MAVERIK #5185 / NORTH LIBERTY,NORTH LIBERTY,SAINTS N SINNERS APPLE PIE,12,$153.00
11/18/2025,CASEY'S GENERAL STORE #3041 / ELK RUN HEIGHTS,ELK RUN HEIGHTS,SOUTHERN COMFORT MINI,10,$81.00
11/18/2025,WAL-MART 1528 / CEDAR RAPIDS,CEDAR RAPIDS,PINNACLE,6,$90.00
11/18/2025,MAYNARDS OF AKRON / AKRON,AKRON,BACARDI SUPERIOR PET,6,$134.94
11/18/2025,HY-VEE FOOD STORE #4 / SIOUX CITY,SIOUX CITY,FIREBALL CINNAMON WHISKEY MINI DISPENSER,6,$243.00
11/18/2025,HY-VEE WINE AND SPIRITS / BETTENDORF,BETTENDORF,POWERS GOLD IRISH WHISKEY,2,$55.66
11/19/2025,FREEMAN FOODS,WELLMAN,TITOS HANDMADE VODKA,12,$180.00
11/19/2025,LIQUOR+ MADISON / WASHINGTON,WASHINGTON,HA COMPASS BOX BRULEE ROYALE,1,$119.88
11/19/2025,JOHN'S GROCERY,IOWA CITY,ABSOLUT SWEDISH VODKA 80PRF,3,$58.47
11/19/2025,HY-VEE WINE AND SPIRITS (1010) / ALGONA,ALGONA,E & J APPLE,3,$29.25
11/19/2025,FAREWAY STORES #909 / ANKENY,ANKENY,KNOB CREEK,6,$189.00
11/19/2025,HY-VEE FOOD STORE (1433) / MOUNT PLEASANT,MOUNT PLEASANT,MAKERS MARK,12,$324.00
11/19/2025,HY-VEE FOOD STORE / IOWA CITY,IOWA CITY,ANGELS ENVY BOURBON PORT FINISHED,1,$38.99
11/19/2025,NEIGHBORHOOD LIQUOR HOUSE / ANKENY,ANKENY,HIGH WEST BOURYE,1,$97.50
11/19/2025,PEP STOP,MOUNT PLEASANT,TITOS HANDMADE VODKA,6,$171.00
11/19/2025,HY-VEE  #2 (1018) / AMES,AMES,CROWN ROYAL WHISKY SOUR BLACK CHERRY COCKTAIL,24,$251.76
11/19/2025,HY-VEE DRUGSTORE #4 (7025) / CEDAR RAPIDS,CEDAR RAPIDS,TITOS HANDMADE VODKA,6,$171.00
11/19/2025,WAL-MART 4256 / AMES,AMES,FIVE STAR,6,$75.54
11/20/2025,HY-VEE FOOD STORE / WEBSTER CITY,WEBSTER CITY,SEAGRAMS LIME TWISTED GIN,3,$35.97
11/20/2025,PRAIRIE MEADOWS,ALTOONA,BEAMS 8 STAR BL WHISKEY,12,$72.00
11/20/2025,WAL-MART 0810 / MASON CITY,MASON CITY,CALIBER SILVER RUM,12,$75.24
11/20/2025,SYCAMORE CONVENIENCE,WATERLOO,BACARDI SUPERIOR,24,$342.00
11/20/2025,FAREWAY STORES #829 / SIOUX CITY,SIOUX CITY,JEFFERSONS BOURBON,18,$604.62
11/20/2025,WAL-MART 1965 / COUNCIL BLUFFS,COUNCIL BLUFFS,CAPTAIN MORGAN PRIVATE STOCK,12,$224.88
11/20/2025,SMOKIN' JOE'S #13 TOBACCO AND LIQUOR OUTLET,CEDAR RAPIDS,JAMESON,12,$314.88
11/20/2025,TAYLOR QUIK PIK - COUNCIL BLUFFS,COUNCIL BLUFFS,BACARDI SUPERIOR MINI,5,$41.55
11/20/2025,B P ON 1ST,CEDAR RAPIDS,RUMPLE MINZE,3,$33.72
11/20/2025,WALL TO WALL WINE AND SPIRITS / WEST DES MOINES,WEST DES MOINES,DON JULIO 70TH ANNIVERSARY,12,$656.88
11/20/2025,HIWAY 20 LIQUOR AND TOBACCO / WEBSTER CITY,WEBSTER CITY,HAWKEYE VODKA,6,$67.50
11/21/2025,CASEY'S GENERAL STORE #3717 / VINTON,VINTON,HAWKEYE VODKA,24,$72.00
11/21/2025,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,COUNCIL BLUFFS,NEW AMSTERDAM GIN,6,$81.00
11/21/2025,HY-VEE FOOD STORE #1 / COUNCIL BLUFFS,COUNCIL BLUFFS,JACK DANIELS TENNESSEE FIRE MINI,3,$51.75
11/21/2025,HY-VEE DOLLAR FRESH / MONTICELLO,MONTICELLO,BLACK VELVET PEACH CANADIAN WHISKEY,6,$103.50
11/21/2025,HY-VEE / DECORAH,DECORAH,CASAMIGOS BLANCO,6,$247.44
11/21/2025,HY-VEE / GRIMES,GRIMES,KINKY GREEN MINI,2,$14.52
11/21/2025,DOWNTOWN PANTRY,DES MOINES,MCCORMICK 80PRF VODKA,36,$196.56
11/21/2025,HY-VEE #3 / DUBUQUE,DUBUQUE,FLEISCHMANNS 80PRF VODKA,6,$15.66
11/21/2025,CASEY'S GENERAL STORE #2845 / URBANA,URBANA,CROWN ROYAL PEACH,24,$305.76
11/21/2025,TRI STOP,LOST NATION,MCCORMICK 80PRF VODKA,24,$158.16
11/21/2025,CASEY'S GENERAL STORE #1834 / LEON,LEON,MALIBU COCONUT,8,$107.92
11/21/2025,KWIK SPIRITS #1191 / FORT DODGE,FORT DODGE,TITOS HANDMADE VODKA,6,$171.00
11/21/2025,SPIRIT LIQUOR - 1 / GRIMES,GRIMES,CARIBOU CROSSING,1,$41.25
11/24/2025,CASEY'S GENERAL STORE #2150 / WDM,WEST DES MOINES,MCCORMICK 80PRF VODKA PET,24,$66.24
11/24/2025,EXPRESS MART / MUSCATINE,MUSCATINE,99 BANANAS,48,$72.00
11/24/2025,HY-VEE FOOD STORE #5 (1151) / DES MOINES,DES MOINES,CHI-CHI'S MANGO MARGARITA,6,$58.50
11/24/2025,GOLDEN MART,DAVENPORT,MCCORMICK PEACH VODKA,48,$85.92
11/24/2025,CASEY'S GENERAL STORE #2906 / MUSCATINE,MUSCATINE,TITOS HANDMADE VODKA,12,$97.56
11/24/2025,HY-VEE FOOD AND DRUG / CLINTON,CLINTON,FIVE STAR,24,$75.36
11/24/2025,HY-VEE FOOD STORE / ELDORA,ELDORA,MALIBU COCONUT,12,$161.88
11/24/2025,AMBYSURE INC / CLINTON,CLINTON,FIREBALL CINNAMON WHISKEY,144,$216.00
11/24/2025,K & N MINI MART,STACYVILLE,FIREBALL CINNAMON WHISKEY MINI SLEEVE,12,$81.00
11/25/2025,CENTRAL CITY 2,DES MOINES,MULLETS,24,$331.20
11/25/2025,WAL-MART 2827 / CORALVILLE,CORALVILLE,WOODFORD RESERVE,12,$439.80
11/25/2025,MAVERIK #5037 / SIOUX CITY,SIOUX CITY,JAGERMEISTER LIQUEUR,2,$23.04
11/25/2025,CASEY'S GENERAL STORE #3880 / WATERLOO,WATERLOO,SOUTHERN COMFORT MINI,10,$81.00
11/25/2025,HELLO MART LLC / SIOUX CITY,SIOUX CITY,99 CHERRIES MINI,2,$162.00
11/25/2025,KWIK SPIRITS #560 / CEDAR RAPIDS,CEDAR RAPIDS,FOUR ROSES SINGLE BARREL OESK,6,$225.00
11/25/2025,HY-VEE DOLLAR FRESH / ORANGE CITY,ORANGE CITY,FRIS DANISH VODKA,6,$76.50
11/25/2025,HY-VEE FAST AND FRESH - URBANDALE,URBANDALE,FIREBALL CINNAMON WHISKEY MINI DISPENSER,3,$121.50
11/26/2025,ROYAL FOOD & LIQUOR / DES MOINES,DES MOINES,1800 REPOSADO,3,$78.75
11/26/2025,FAREWAY STORES #138 / PLEASANT HILL,PLEASANT HILL,CROWN ROYAL MINI,2,$17.28
11/26/2025,WAL-MART 2714 / SPENCER,SPENCER,CAPTAIN MORGAN ORIGINAL SPICED,12,$233.88
11/26/2025,QUICK STOP / CEDAR RAPIDS,CEDAR RAPIDS,99 CHERRIES,48,$72.00
11/26/2025,HY-VEE / WINDSOR HEIGHTS,WINDSOR HEIGHTS,TEN HIGH,6,$83.16
11/26/2025,SUPER QUICK LIQUOR / WDM,WEST DES MOINES,DON JULIO REPOSADO MINI,1,$45.00
11/26/2025,SUBEDI LLC / ANKENY,ANKENY,JACK DANIELS OLD #7 BLACK LABEL,10,$63.50
11/26/2025,HY-VEE FOOD STORE #5 / CEDAR RAPIDS,CEDAR RAPIDS,GRANGALA TRIPLE ORANGE LIQUEUR,4,$69.00
11/26/2025,SUPER QUICK MART / WINDSOR HEIGHTS,WINDSOR HEIGHTS,UV RED CHERRY,2,$22.50
11/28/2025,ANOTHER ROUND / DEWITT,DEWITT,BUMBU RUM,6,$157.50
11/28/2025,HY-VEE FOOD STORE #1 (1159) / DUBUQUE,DUBUQUE,DIRTY MONKEY,12,$234.00
11/28/2025,DOUBLE D LIQUOR STORE / WAUKON,WAUKON,BLACK VELVET RESERVE,3,$67.50
11/28/2025,WAL-MART 2764 / ALTOONA,ALTOONA,CAPTAIN MORGAN PRIVATE STOCK,12,$224.88
11/28/2025,BP FUEL / WATERLOO,WATERLOO,JOSE CUERVO ESPECIAL REPOSADO FLASK,24,$235.20
11/28/2025,CASEY'S GENERAL STORE #2568 / NORWALK,NORWALK,CROWN ROYAL REGAL APPLE,24,$305.76
11/28/2025,WALGREENS #07967 / CLIVE,CLIVE,HAWKEYE VODKA PET,24,$126.00
11/28/2025,HY-VEE FOOD STORE / SIOUX CITY,SIOUX CITY,TWISTED SHOTZ RED PARTY PACK,1,$87.66
11/28/2025,WAL-MART 1361 / SIOUX CITY,SIOUX CITY,TITOS HANDMADE VODKA,12,$97.56
12/01/2025,IOWA MINI MART,DAVENPORT,MCCORMICK 80PRF VODKA MINI,12,$84.60
12/01/2025,CASEY'S #3746 / GRIMES,GRIMES,CAPTAIN MORGAN ORIGINAL SPICED,6,$166.44
12/01/2025,DIVISION MART / DAVENPORT,DAVENPORT,REMY MARTIN 1738 ACCORD ROYAL,1,$44.96
12/01/2025,GATEWAY MART / CLINTON,CLINTON,MALIBU COCONUT,12,$161.88
12/01/2025,HY-VEE FOOD STORE #1 / COUNCIL BLUFFS,COUNCIL BLUFFS,ABSOLUT SWEDISH VODKA 80PRF MINI,2,$23.76
12/01/2025,BROTHERS MARKET / WILLIAMSBURG,WILLIAMSBURG,OLE SMOKY SALTY CARAMEL WHISKEY,2,$34.50
12/01/2025,EZ LIQUOR AND SPIRITS / WAUKEE,WAUKEE,HEAVEN HILL GRAIN TO GLASS KY ST BBN SPECIALTY SERIES,6,$584.94
12/02/2025,HY-VEE FOOD STORE #1 (1887) / WDM,WEST DES MOINES,NEW AMSTERDAM GIN,6,$144.00
12/02/2025,BREW OIL #13 / ORANGE CITY,ORANGE CITY,KINKY RED MINI,1,$7.26
12/02/2025,KWIK STAR 1735 / ORANGE CITY,ORANGE CITY,CROWN ROYAL BLACKBERRY,24,$305.76
12/02/2025,THE OX & WREN SPIRITS AND GIFTS,CRESCO,MARGARITAVILLE SILVER TEQUILA,12,$167.40
12/02/2025,TARGET STORE T-1792 / WATERLOO,WATERLOO,CROWN ROYAL REGAL APPLE,12,$314.88
12/02/2025,CASEY'S GENERAL STORE #2773 / CEDAR RAPIDS,CEDAR RAPIDS,TITOS HANDMADE VODKA,12,$97.56
12/03/2025,FREEMAN FOODS,WELLMAN,SOUTHERN COMFORT,3,$21.51
12/03/2025,WAL-MART 3762 / WDM,WEST DES MOINES,BACARDI SUPERIOR,12,$161.88
12/03/2025,THE BOONEDOCKS,ARNOLDS PARK,CENTURY FARMS CAPTAINS VODKA,240,"$3,600.00"
12/03/2025,HY-VEE FOOD STORE #2 (1138) / DES MOINES,DES MOINES,E & J VS,6,$126.00
12/03/2025,BREW COFFEE WINE SPIRIT AND CIGARS,LE MARS,GOLDSCHLAGER CINNAMON SCHNAPPS MINI,3,$27.00
12/03/2025,HY-VEE WINE AND SPIRITS / PELLA,PELLA,MONTEZUMA GOLD,24,$280.80
12/03/2025,QUICKER LIQUOR STORE,FORT MADISON,TEN HIGH,6,$83.16
12/03/2025,ONE STOP SHOP #3 / ALGONA,ALGONA,CAPTAIN MORGAN ORIGINAL SPICED PET,12,$170.88
12/03/2025,HY-VEE -GARNER,GARNER,CAPTAIN MORGAN ORIGINAL SPICED BARREL,84,"$2,330.16"
12/03/2025,CASEY'S GENERAL STORE # 2494/ EAGLE GROVE,EAGLE GROVE,TITOS HANDMADE VODKA,12,$180.00
12/03/2025,CORK AND BOTTLE / OSKALOOSA,OSKALOOSA,EVAN WILLIAMS CHERRY RESERVE,2,$28.50
12/03/2025,HY-VEE / WINDSOR HEIGHTS,WINDSOR HEIGHTS,CARAVELLA LIMONCELLO,6,$105.78
12/03/2025,TOBACCO SHOP / ARNOLDS PARK,ARNOLDS PARK,BLACK VELVET TOASTED CARAMEL,2,$18.00
12/04/2025,CENTRAL CITY 2,DES MOINES,CHAMBORD LIQUEUR ROYALE DE FRANCE,12,$360.00
12/04/2025,HY-VEE FOOD STORE #3 / SIOUX CITY,SIOUX CITY,KINKY RED MINI,12,$87.12
12/04/2025,WORLD LIQUOR & TOBACCO,CLIVE,CAMPO BRAVO PLATA TEQUILA,3,$45.00
12/04/2025,BEST DEALS / WATERLOO,WATERLOO,HAWKEYE VODKA MINI,12,$81.00
12/04/2025,SUNDOWN LIQUOR & GROCERIES / NEVADA,NEVADA,DR MCGILLICUDDYS MENTHOLMINT,4,$53.36
12/04/2025,CASEY'S #4314 - AMES,AMES,FROST TRAIL VODKA MINI,12,$70.80
12/04/2025,HY-VEE FOOD STORE #3 (1866) / WATERLOO,WATERLOO,FOUR ROSES SMALL BATCH,6,$166.50
12/05/2025,LONE TREE BP / LONE TREE,LONETREE,MCCORMICK 80PRF VODKA PET,24,$66.24
12/05/2025,CASEY'S GENERAL STORE #3024 / MEDIAPOLIS,MEDIAPOLIS,99 FRUITS MINI,2,$162.00
12/05/2025,HY-VEE #3 / DUBUQUE,DUBUQUE,BARTON VODKA,6,$58.50
12/05/2025,REVELTON DISTILLING COMPANY (ET),OSCEOLA,REVELTON SHINE WHITE WHISKEY,6,$112.50
12/05/2025,WAUKEE LIQUOR & FOOD MART / WAUKEE,WAUKEE,CROWN ROYAL APPLE AND PEACH MINI,6,$90.00
12/05/2025,SAM'S CLUB 4973 / DUBUQUE,DUBUQUE,CASAMIGOS REPOSADO,6,$301.44
12/05/2025,MEGA RETAIL / MARION,MARION,STILL G.I.N.,2,$51.22
12/05/2025,CASEY'S #5252 / WAUKEE,WAUKEE,FIREBALL CINNAMON WHISKEY PARTY BUCKET,2,$162.00
12/08/2025,CENTRAL CITY 2,DES MOINES,DON JULIO 70TH ANNIVERSARY,12,$656.88
12/08/2025,YANA MART / DAVENPORT,DAVENPORT,99 APPLES MINI DISPLAY,1,$81.00
12/08/2025,WESTSIDE SPIRITS / CEDAR RAPIDS,CEDAR RAPIDS,JOSE CUERVO ESPECIAL REPOSADO,3,$16.35
12/08/2025,THE CROWN LIQUOR & SMOKE / MUSCATINE,MUSCATINE,PATRON SILVER 100ML,12,$90.00
12/08/2025,CASEY'S GENERAL STORE #3463 / WEST B,WEST BRANCH,FIREBALL CINNAMON WHISKEY,48,$72.00
12/09/2025,NEIGHBORHOOD FOOD LIQUOR AND TOBACCO / CEDAR RAPIDS,CEDAR RAPIDS,DR MCGILLICUDDYS CHERRY MINI,12,$90.00
12/09/2025,HARTIG DRUG #14 / INDEPENDENCE,INDEPENDENCE,PINNACLE VODKA SALTED CARAMEL,4,$39.00
12/09/2025,HY-VEE WINE AND SPIRITS / WATERLOO,WATERLOO,CASTILLO SILVER RUM,6,$90.00
12/09/2025,J D SPIRITS LIQUOR,ONAWA,JOSE CUERVO ESPECIAL SILVER,2,$19.60
12/09/2025,HELLO MART LLC / SIOUX CITY,SIOUX CITY,99 PEANUT BUTTER WHISKEY MINI,1,$81.00
12/09/2025,THE STATION II / NORTH LIBERTY,NORTH LIBERTY,BACARDI SUPERIOR MINI,2,$16.62
12/09/2025,PRIME MART / CEDAR FALLS,CEDAR FALLS,JAMESON MINI,12,$237.60
12/09/2025,THE HUT 23,ONAWA,CROWN ROYAL REGAL APPLE,12,$314.88
12/09/2025,HELLO MART LLC / SIOUX CITY,SIOUX CITY,BLACK VELVET MINI,8,$89.20
12/10/2025,CENTRAL CITY 2,DES MOINES,OLD OVERHOLT RYE,12,$207.72
12/10/2025,HY-VEE FOOD AND DRUG (1888) / GRAND / WDM,WEST DES MOINES,WINDSOR CANADIAN PET,12,$180.00
12/10/2025,KWIK STAR 1707 / ANKENY,ANKENY,FIREBALL CINNAMON WHISKEY,24,$192.00
12/10/2025,WAL-MART 3762 / WDM,WEST DES MOINES,RUMCHATA,6,$225.00
12/10/2025,CASEY'S GENERAL STORE #50 / MOVILLE,MOVILLE,JOSE CUERVO ESPECIAL REPOSADO,8,$144.00
12/10/2025,I-80 LIQUOR / COUNCIL BLUFFS,COUNCIL BLUFFS,KINKY PINK,18,$270.00
12/10/2025,CASEY'S GENERAL STORE #2896 / ANKENY,ANKENY,OLE SMOKY APPLE PIE MOONSHINE 70PRF MINI,8,$105.04
12/10/2025,MORGANS NORTHGATE MARKET / OTTUMWA,OTTUMWA,JACK DANIELS TENNESSEE FIRE,12,$286.44
12/10/2025,HY-VEE FOOD STORE #5 / CEDAR RAPIDS,CEDAR RAPIDS,99 BANANAS,48,$72.00
12/10/2025,TARGET STORE T-1768 / CEDAR RAPIDS,CEDAR RAPIDS,CROWN ROYAL,12,$314.88
12/10/2025,BENZ DISTRIBUTING,CEDAR RAPIDS,HENNESSY VS,24,$719.76
12/10/2025,HY-VEE FOOD STORE (1636) / SPENCER,SPENCER,NEW AMSTERDAM PINK WHITNEY MINI,1,$6.92
12/10/2025,HY-VEE DRUGSTORE / OTTUMWA,OTTUMWA,PARAMOUNT GOLD RUM,6,$72.00
12/10/2025,CYCLONE LIQUORS,AMES,KINKY RED MINI,1,$7.26
12/11/2025,HY-VEE FOOD STORE / CEDAR FALLS,CEDAR FALLS,YUKON JACK PERMA FROST,3,$41.64
12/11/2025,HY-VEE FOOD STORE #3 (1866) / WATERLOO,WATERLOO,MAKERS MARK MINI,10,$252.00
12/11/2025,WORLD LIQUOR & TOBACCO + VAPORS / AMES,AMES,FIREBALL CINNAMON WHISKEY MINI SLEEVE,12,$81.00
12/11/2025,CASEY'S GENERAL STORE #2816 / JOHNSTON,JOHNSTON,HAWKEYE VODKA,24,$72.00
12/11/2025,TOBACCO MART / URBANDALE,URBANDALE,OLE SMOKY BANANA PUDDING CREAM MOONSHINE,2,$39.00
12/11/2025,SUPER QUICK 2 / HUBBELL,DES MOINES,FOUR ROSES BOURBON,2,$40.50
12/11/2025,CASEY'S GENERAL STORE #3319 / NEVADA,NEVADA,FIREBALL CINNAMON WHISKEY,48,$72.00
12/12/2025,KWIK SPIRITS #1191 / FORT DODGE,FORT DODGE,JOSE CUERVO AUTHENTIC LIGHT LIME MARGARITA,6,$78.66
12/12/2025,WAL-MART 3150 / COUNCIL BLUFFS,COUNCIL BLUFFS,SEAGRAMS 7 CROWN,12,$63.00
12/12/2025,KAREN'S SPIRITS AND WINE,FORT DODGE,DOC HOLLIDAY BOURBON BOTTLED IN BOND,1,$34.50
12/12/2025,FAREWAY STORES #106 / CLIVE,CLIVE,JOSE CUERVO AUTHENTIC STRAWBERRY LIME MARGARITA,6,$78.66
12/12/2025,BACKWATER SPIRITS AND MORE,DECORAH,QUINTESSENTIAL  SINGLE CASK SERIES - MOSCATEL,1,$52.50
12/12/2025,STAR CONVENIENCE / FORT DODGE,FORT DODGE,"SMIRNOFF RED, WHITE & BERRY MINI",2,$13.84
12/14/2025,1ST STOP BEVERAGE SHOP,DES MOINES,FIVE STAR,24,$75.36
12/14/2025,SMOKIN' JOE'S #4 TOBACCO AND LIQUOR OUTLET,DES MOINES,BLUE OX VODKA,1,$11.45
12/15/2025,KWIK STOP #848 / DUBUQUE,DUBUQUE,BLACK VELVET,4,$36.00
12/15/2025,CASEY'S GENERAL STORE #2992 / FONDA,FONDA,HAWKEYE VODKA PET,12,$63.00
12/15/2025,BROTHERS MARKET / TIPTON,TIPTON,OLE SMOKY SALTY CARAMEL WHISKEY,6,$103.50
12/15/2025,LICKETY LIQUOR / DES MOINES,DES MOINES,CROWN ROYAL,6,$45.00
12/15/2025,HY-VEE #3 / BDI / DES MOINES,DES MOINES,360 VODKA,48,$611.52
12/15/2025,WILLYS WINE & SPIRITS / BETTENDORF,BETTENDORF,MIDNIGHT BEAN MARTINI,4,$60.00
12/15/2025,BIG 10 MART #62 / BETTENDORF,BETTENDORF,RUMCHATA MINI,1,$13.31
12/16/2025,SMOKIN' JOE'S #2 TOBACCO AND LIQUOR OUTLET,DAVENPORT,KRAKEN BLACK SPICED RUM,1,$17.25
12/16/2025,MONTE SPIRITS,MONTEZUMA,CANADIAN CLUB WHISKY,2,$29.14
12/16/2025,CASEY'S GENERAL STORE #1706 / WINTERSET,WINTERSET,CROWN ROYAL REGAL APPLE,2,$52.48
12/16/2025,HY-VEE #2 / CORALVILLE,CORALVILLE,AVIATION AMERICAN GIN,6,$130.50
12/16/2025,HY-VEE FOOD STORE (1403) / MARSHALLTOWN,MARSHALLTOWN,SEAGRAMS VO CANADIAN WHISKEY,2,$18.76
12/16/2025,LOGAN SUPER FOODS / LOGAN,LOGAN,SMIRNOFF 80PRF,12,$148.56
12/16/2025,CASEY'S GENERAL STORE # 1029/ TAMA,TAMA,HAWKEYE VODKA PET,12,$63.00
12/16/2025,HY-VEE FOOD STORE / URBANDALE,URBANDALE,BLUE OX VODKA,6,$68.70
12/16/2025,HY-VEE FOOD STORE / CARROLL,CARROLL,JIM BEAM PINEAPPLE,3,$51.75
12/16/2025,SHADE TREE LIQUORS,NORTHWOOD,CANADIAN LTD WHISKY,6,$90.00
12/16/2025,SMOKIN' JOE'S #2 TOBACCO AND LIQUOR OUTLET,DAVENPORT,99 ROOT BEER,1,$11.25
12/16/2025,HY-VEE FOOD STORE / URBANDALE,URBANDALE,COINTREAU LIQUEUR,12,$413.64
12/16/2025,PRICE CHOPPER  /  INGERSOLL,DES MOINES,BLUE OX VODKA,-24,$-274.80
